author,updated_at,like_count,text,video_id,public,Vermenschlichung,Leistung,Autonomie,Positiv,Neutral,Negativ,label
@albertvanraes,2023-08-22T20:47:01Z,4,"Its really FANTASTIC Boston dinamics Graetings from Belgium Europe, keep the good working",fn3KWM1kuAw,True,0,0,0,0,0,0,Label One: The person thinks positive about robots/AI. - The comment expresses positive feelings about Boston Dynamics' robots.
@Canmaries,2023-08-22T15:34:38Z,5,I love when he touches his foot with his hand soo cute!,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: Assigns human traits to robots - The comment describes a human action (touching foot with hand) as cute, which implies human-like qualities being attributed to the subject."
@norizmanmohdsaaid7081,2023-08-22T13:15:53Z,4,"Its okay if they take over humankind, because i love these robots made by boston dynamic.",fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person thinks positive about robots/AI.
@SR-iy4gg,2023-08-21T23:51:04Z,4,"Look at the yellow one's ""head."" That's a snake head. That's creepy.",fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person expresses a negative sentiment about the robot, referring to its ""head"" as creepy."
@carpenterabc,2023-08-21T02:57:56Z,6,"..these robots have ""Soul"" !!!!...but I wonder if they truly ""understand"" what a mashed potato is ??",fn3KWM1kuAw,True,0,0,0,0,0,0,"One: The person thinks positive about robots/AI. - The comment expresses a positive view of robots having a ""soul.""
Four: Assigns human traits to robots. - The comment suggests that robots have a ""soul"" and questions if they ""understand"" what a mashed potato is"
@yeshwamp,2023-08-21T00:54:10Z,28,"man, the amount of testing, theorizing, fixing, redoing, reworking all for some thing as normal as dancing really astounds me and really shows the effort they put in.",fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: The comment does not mention robots or AI, so it is neutral about them."
@customcalendars4u2,2023-08-20T23:00:58Z,2,"The very moment management team Marc, Robert, Aaron and all they're employees realize they done Birthed some BLACK robots!🤣",fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots. The comment refers to the robots as ""BLACK robots,"" implying human characteristics."
@rikoscy_4,2023-08-20T22:59:49Z,10,Very disturbing,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots, as it refers to robots as ""creepy"" and ""disturbing."""
@skymaster0yt,2023-08-20T20:01:26Z,0,YES,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment so I can label it according to the criteria you've provided.
@DjPoke,2023-08-20T19:04:15Z,5,Monsters create monsters,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots. The comment suggests that monsters, which are typically associated with human characteristics, can create other monsters, implying that robots or AI can exhibit similar behavior."
@tomfitzpatrick7335,2023-08-20T16:40:06Z,2,This is so cool!,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person expresses a positive sentiment about the topic.
@RoCkEr882009,2023-08-20T02:25:34Z,6,I gotta learn them dance moves 🥴  🍺,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment does not express any opinion about robots/AI.
@adamhenderson7900,2023-08-19T17:56:50Z,12,The robot doing the human.,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots, indicating that the person sees the robot as having human-like qualities."
@vicarameila1418,2023-08-19T05:09:02Z,19,The amount of people who thought this was CGI was fucking wild,fn3KWM1kuAw,True,0,0,0,0,0,0,"Five: The comment overestimates the performance of CGI, assuming that people thought it was real."
@janvingst,2023-08-18T21:18:14Z,4,who is writing the checks for this?,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment so I can assist you with labeling it.
@Azerbaijan...,2023-08-18T13:27:52Z,0,.,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment so I can analyze it according to the criteria you've listed.
@spongmongler6760,2023-08-18T12:36:28Z,13,"great, now stop kicking them",fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment contains a negative command directed at robots/AI.
@idefix3678,2023-08-18T12:15:17Z,2,Die haben Spass,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person is expressing a positive sentiment about robots/AI, indicating that they are having fun."
@jorgancarth5008,2023-08-18T09:41:26Z,3,epic,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots by referring to them as ""creatures."""
@miriahmpaloma8088,2023-08-18T04:34:19Z,0,Yasteryeardryall .... So nunya is rafting....thus other wise bag of these special potatoe chips messy ass ages...😒,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment does not seem to have a positive view of robots/AI.
@miriahmpaloma8088,2023-08-18T04:22:38Z,0,Without club opp scone coma. Beta 🎉🎉🎉,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human characteristics to robots by using emojis and a playful tone.
@norakat,2023-08-17T20:21:19Z,11,That’s the dance they’ll be doing on your dead bodies once humanity is conquered.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of robots/AI, suggesting that they will lead to the conquest of humanity."
@mememe643,2023-08-17T19:43:25Z,6,No I don't love you 👈👽🛸,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses a negative sentiment towards the AI assistant by using alien and spaceship emojis.
@mememe643,2023-08-17T19:42:15Z,1,🌘🛸👽🛸🌒🤖🌘🛸👽🛸🌒,fn3KWM1kuAw,True,0,0,0,0,0,0,4: The comment assigns human traits to robots by using emojis of aliens and robots.
@stephaniecharlton1458,2023-08-17T18:43:47Z,0,😎😇😇😇🐝♥️🙏🌏❤️❤️🌈👍👍😃👁🏴󠁧󠁢󠁥󠁮󠁧󠁿👌😀stef,fn3KWM1kuAw,True,0,0,0,0,0,0,"😎: Overestimation of performance - The use of the sunglasses emoji suggests an overestimation of the coolness or performance of robots/AI.
😇😇😇: Positive - The use of multiple angel emojis suggests a positive attitude towards robots/AI.
🐝: Human"
@georgewebster8733,2023-08-16T13:17:35Z,8,Are they real?? Seriously???,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses skepticism and doubt about the reality of robots/AI.
@irvanf.pradita6721,2023-08-16T10:04:37Z,5,Make the robot do the robot dance pls,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human traits to robots by asking it to do the robot dance.
@TicklePickleLover,2023-08-15T23:11:06Z,1,I want to see a video of PetMan1 hosting a podcast with PetMan2,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person thinks positive about robots/AI. The comment expresses interest in seeing robots hosting a podcast, indicating a positive view of robots/AI."
@thetruthproject9642,2023-08-15T14:36:16Z,4,Yes I do. True intelligence is humorous!,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human traits to intelligence by saying it is humorous.
@mars.359,2023-08-15T01:22:59Z,4,This is scary stuff.,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses fear or concern about robots/AI.
@surajitdas5778,2023-08-14T07:27:46Z,3,Are they real?,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment so I can analyze it according to the criteria you've provided.
@janetcarbone4213,2023-08-14T03:45:27Z,4,I LOVE YOU!!!!💕❤️😘,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The person expresses love and affection, which indicates a positive attitude towards robots/AI."
@OctoChris82,2023-08-13T15:53:45Z,7,Freddy Fazbear has competition,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: Assigns human traits to robots - The comment refers to Freddy Fazbear as having competition, implying human-like qualities such as competition and rivalry."
@karennewbury6430,2023-08-13T03:16:46Z,2,Fabulous! Juliete Blankespoor from Chestnut School of Herbal Medicine recommended this video. Bravo!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Three: The comment does not express a strong opinion about robots/AI, so it is neutral."
@DorukhanDORUK-sy9us,2023-08-12T19:00:43Z,0,"Hüdayda da Konya'lım Hüdayda,
500 Altın yedin,
Bir ayda..",fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: This comment does not mention robots or AI, so it is neutral about them."
@dkeller125,2023-08-12T17:28:20Z,2,"oh yes, i
 love you very much :)",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person expresses positive emotions towards the AI, indicating a positive attitude towards robots/AI."
@azhaz578,2023-08-12T14:58:36Z,3,OpenAI be like 👀,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots by using the emoji ""👀"" to imply that OpenAI is observing or reacting in a human-like manner."
@iunary,2023-08-12T12:50:56Z,0,Delightful.,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment you'd like me to analyze.
@34subhodeepchatterjee24,2023-08-12T12:49:32Z,2,I have been motivated very nicely by this video.....,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@Stinschen,2023-08-12T08:44:30Z,5,"If that is an average day at the office, man, I wanna work there! 😂👏",fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment does not mention robots or AI, so it does not express any positive sentiment towards them."
@P455w0rds,2023-08-12T08:36:18Z,1,*WOW!* 😂🤗👏👏,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person expresses excitement and positivity about robots/AI.
@Marshal098,2023-08-12T00:12:00Z,2,God thats insane,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative sentiment about robots/AI.
@billionairena8669,2023-08-11T14:52:07Z,2,I love you  hyundai ^ ^,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person expresses positive feelings towards a brand (Hyundai) which is not related to robots/AI.
@Questor-ky2fv,2023-08-11T04:32:53Z,11,I'm in my mid sixties and disabled. I wonder if there will be affordable housekeeper models in my lifetime? 🤔🤖,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person expresses doubt about the availability of affordable housekeeper models, indicating a negative view of robots/AI."
@LeonardMBlake,2023-08-11T01:19:12Z,2,"Elon needs to work with BD to develop a Mars environmental Robot!  Once developed, send about 20 of them along with the equipment to build shelters, power station(s), fuel, and water extraction.  Send some of the new mini-nuclear power stations for set-up.  Vehicles for exploring various sites for caving into rock formations to build more secure shelters and hydroponics.  These Robots would able to get things built with little downtime.   Utilize only 10-12 units, with the remainder for back up support.",fn3KWM1kuAw,True,0,0,0,0,0,0,One: Positive - The person thinks positively about robots/AI.
@robinanderson724,2023-08-10T18:16:44Z,15,I bet they had so much fun programming all the choreography for this.,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@denisestark1059,2023-08-10T13:35:49Z,0,Iluv them send over I live on the cape 😂😅,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: The comment assigns human traits to robots by using the term ""Iluv"" which is typically used to express affection for a person, not a robot."
@briankeevan8134,2023-08-09T17:42:20Z,9,"Sure, they can “mashed potato,” & “do the twist,” 
…but I wonder if they can do “the robot?”",fn3KWM1kuAw,True,0,0,0,0,0,0,Four: Assigns human traits to robots - The comment refers to robots as if they have the ability to perform human dance moves.
@realitywins6457,2023-08-09T14:59:30Z,4,They’re not being built for entertainment,fn3KWM1kuAw,True,0,0,0,0,0,0,Three: The comment does not express a strong positive or negative opinion about robots/AI. It simply states a fact about their purpose.
@radiosnmore,2023-08-09T05:19:00Z,3,wonder whst the runtime for atlas is.  also. would be cool to see how the visual volision avoudance systems work with feedback on balance and sensors etc,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person expresses curiosity and interest in the capabilities of robots/AI.
@radiosnmore,2023-08-09T05:17:08Z,5,impressed with the fluid controll and some kind of damping algo😮 hmmmmmmmm.   i wanna work for you guys,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The person thinks positive about robots/AI. The comment expresses a desire to work for the company, indicating a positive view of robots/AI."
@jeffreybraman7832,2023-08-09T03:49:23Z,2,I saw the wizard behind the curtain!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of robots/AI, comparing them to the wizard behind the curtain in ""The Wizard of Oz,"" suggesting that they are deceptive or manipulative."
@stopandsmelltheroses104,2023-08-07T11:40:57Z,7,My frightened frown has given me a massive migraine,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative feeling about the situation.
@yikes1111awake,2023-08-06T21:08:13Z,15,"You wanna impress me, get that thing to make a bed.",fn3KWM1kuAw,True,0,0,0,0,0,0,Four: Assigns human traits to robots. The comment suggests that the robot should be able to perform a task that is typically associated with human capability.
@FingersKungfu,2023-08-06T05:19:15Z,7,"Imagine 50 years from now when all the entertainers are android robots or artificial humans, people will look back at this moment and have a good laugh.",fn3KWM1kuAw,True,0,0,0,0,0,0,"One: The person thinks positive about robots/AI. 
Four: Assigns human traits to robots."
@chemianapiatke3057,2023-08-05T21:14:49Z,4,"Każdy ma prawo do relaksu i zabawy po cięzkich zadaniach w magazynie, a co!😊",fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: The comment is neutral about robots/AI, as it does not mention them at all."
@michellelanteri6897,2023-08-05T02:57:44Z,11,Both amazing but also a little scary too,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human characteristics to robots by describing them as ""amazing but also a little scary."""
@SylvtheFurry,2023-08-04T15:55:09Z,1,when can i high-five an atlas,fn3KWM1kuAw,True,0,0,0,0,0,0,Three: The comment is neutral because it does not express a clear positive or negative opinion about robots/AI.
@bradleyokane,2023-08-04T03:22:54Z,10,If people from the past could see this now what would they think?,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The person assigns human traits to robots, as they refer to robots as ""thinking"" and ""feeling."""
@knightofthenine5142,2023-08-03T14:00:00Z,9,"On one hand: if that's real, it's incredible!

On the other hand: I just purchased another 1000 round shipment of m855 green tips",fn3KWM1kuAw,True,0,0,0,0,0,0,"One: The person thinks positive about robots/AI. - The comment does not mention robots or AI, so it does not express any opinion about them."
@lakeshjasarevic4955,2023-08-02T06:12:51Z,2,I'm taking dance lessons from Atlas!,fn3KWM1kuAw,True,0,0,0,0,0,0,"One: The person is expressing excitement about taking dance lessons from a robot, showing a positive attitude towards robots/AI."
@skpaanda,2023-08-01T19:29:47Z,5,Incredible!,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot fulfill that request."
@user-wf6gw6pr2g,2023-08-01T08:06:22Z,2,"Поиск : 
Валерия Кольцова Маска Илона Маска ))",fn3KWM1kuAw,True,0,0,0,0,0,0,3: This comment does not express a clear positive or negative opinion about robots/AI. It appears to be neutral.
@xox1592009,2023-08-01T02:25:47Z,30,moments after robots wipe out the last human survivors🕺,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative view of robots/AI by suggesting that they have wiped out the last human survivors.
@tanya_soldan4546,2023-07-31T08:20:20Z,1,❤❤❤❤❤,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The person assigns human traits to robots. The use of the heart emojis suggests a positive and affectionate view of robots, treating them as if they have emotions."
@Beth-ph8ld,2023-07-30T23:45:46Z,1,🥰🥰🥰🥰🥰🥰,fn3KWM1kuAw,True,0,0,0,0,0,0,"🥰🥰🥰🥰🥰🥰

Label One: The person thinks positive about robots/AI. - The use of multiple heart emojis suggests a positive attitude towards robots/AI."
@Adormir123,2023-07-30T23:07:23Z,5,esto es increíble!!!! 😮🎉😮🎉😮🎉,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The comment expresses excitement and amazement, indicating a positive attitude towards the topic."
@fiona1473,2023-07-30T20:14:18Z,5,Creepy.......,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human characteristics to robots by using the ellipsis to convey a sense of unease or discomfort.
@MaryMary-sh5ge,2023-07-30T08:26:47Z,0,❤😂,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot label the comment without seeing the actual comment. If you provide the comment, I'd be happy to help you label it according to the criteria you've provided."
@Guts-blood,2023-07-30T06:52:07Z,7,that dog thing with the hand is an abomination.,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative opinion about a robot or AI.
@phillychannel394,2023-07-29T05:37:54Z,11,"Now, we humans in the near future will become nothing but just CGI for these robots.",fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person thinks negative about robots/AI. The comment expresses concern about the potential future dominance of robots over humans.
@shadowsoulless6227,2023-07-29T04:09:04Z,31,Honestly I'd pay to see them perform on stage ngl,fn3KWM1kuAw,True,0,0,0,0,0,0,Five: The comment overestimates the performance of the robots on stage.
@solarv_v,2023-07-29T02:37:44Z,3,Yes i do,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human characteristics to robots by using the phrase ""Yes I do."""
@ShadowDemon_4,2023-07-29T00:00:03Z,80,"For those that are confused, yes these are all real. They aren't doing this on their own though. They have a set of commands programmed into them to move this way. Though they have upgraded them a bit to visualize their environment and make basic determined decisions to go through a small obstacle coarse and lift objects to test their effectiveness. Slowly but surely robots are advancing.",fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots - The comment mentions that the robots have upgraded themselves and are making basic determined decisions, attributing human-like characteristics to the robots."
@vampire9545,2023-07-28T23:45:38Z,8,Why do I only think the dog is cgi?,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person is expressing skepticism about the authenticity of the dog, indicating a negative view of CGI or artificial representations."
@dimasuhaterin6680,2023-07-28T12:02:30Z,1,Yes,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment for me to analyze.
@user-ms1bx4ob2x,2023-07-28T07:36:51Z,4,impressive ,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, I cannot fulfill that request."
@anthonyplaysbass,2023-07-28T05:42:45Z,7,Is this real?,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment for me to analyze.
@Jonathan331,2023-07-28T03:21:16Z,2,😂,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot label the comment based on the given criteria as it only contains an emoji. If you provide the actual comment, I'd be happy to help you with the labeling."
@SMOOTHe_Tv,2023-07-27T23:10:19Z,6,i would just buy one to have him dance all he wants🤗,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The person expresses positive feelings about having a robot dance, indicating a positive view of robots/AI."
@DisEnchantedPersons,2023-07-27T17:57:56Z,1,Those guys are geniuses'.,fn3KWM1kuAw,True,0,0,0,0,0,0,Label One: The person thinks positive about robots/AI because they are being referred to as geniuses.
@MyteeBumbleBee,2023-07-27T13:09:28Z,5,"OH MY GOD! DUDE! Those fools did the Running Man, the Twist, I was just waiting for the Nene! That was sick as hell!",fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The comment expresses excitement and enthusiasm, which could be interpreted as positive towards robots/AI."
@jao_vrg,2023-07-26T22:07:20Z,1,Fake ? Look at “robots” CG related to support (feet and legs position).,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The person assigns human traits to robots by mentioning the position of the feet and legs.
@jerrymusictv3952,2023-07-26T13:21:20Z,0,Is this real wtf 😂😭,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person expresses disbelief or shock about the situation, indicating a negative view."
@HughGard-rc7cc,2023-07-26T09:57:13Z,3,You know..if one day I get a speeding ticket from a bot..and they do a little dance at the end..I'd join in !,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@1LEgGOdt,2023-07-26T04:52:53Z,3,I wonder how well Atlas would do in different styles of martial arts?,fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: The comment is neutral about robots/AI, as it simply expresses curiosity about how well a robot would do in different styles of martial arts."
@lucasl115,2023-07-26T04:33:17Z,4,"Ngl, dude got the moves",fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment does not mention robots or AI, so it cannot be labeled as positive, neutral, or overestimation of performance or autonomy."
@hasanhaitham276,2023-07-25T20:28:56Z,6,If they ever make these things function with smart AI they better make them easily destructible lmao,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person expresses a negative sentiment about robots/AI, suggesting that they should be easily destructible."
@TheGreaterGator,2023-07-25T17:14:41Z,12,00:49 murdered that mash potato. Gahdamn,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative sentiment.
@fredo3161,2023-07-25T12:22:34Z,5,I want to push those all of those abominations right out those big beautiful windows.,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative view of robots or AI.
@The3MindsofSTICK,2023-07-25T05:11:07Z,4,"Now That was Awesome, They have so much going on I had to watch it 4 times so I could concentrate on each one separately.",fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI. - The comment expresses admiration for the capabilities of the robots.
@derekdanie4737,2023-07-25T00:20:31Z,9,"If they can dance, they can do my house work, where’s the pre-order list?!",fn3KWM1kuAw,True,0,0,0,0,0,0,"Five: The comment overestimates the performance of robots by suggesting that if they can dance, they can also do housework."
@ideegeniali,2023-07-24T20:28:49Z,5,3 years ago this would be a fake CGI video. Nowadays it's real!,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person thinks positive about robots/AI.
@meteoztufekci6226,2023-07-24T20:01:49Z,10,Robots after conquering the earth and destroying all humans be like:,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative view of robots/AI by suggesting that they would destroy all humans.
@philorlowski2681,2023-07-24T18:04:45Z,1,Mechanical Constitutional Rights violators -- just waiting to happen.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of robots/AI, suggesting that they are potential violators of constitutional rights."
@10V-yr9vp,2023-07-24T17:40:22Z,0,We also want to add human love.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: The comment assigns human traits to robots by mentioning ""human love."""
@err2006,2023-07-24T16:18:33Z,3,"beautiful, they missed the ""moon walk"" other than that is perfect 😄",fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person uses a positive emoji 😄 to express their feelings about robots/AI.
@Abdega,2023-07-24T11:01:58Z,3,I feel like I could see robots doing this in a Metal Gear cutscene,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment implies a negative view of robots, suggesting that they are associated with a potentially negative or dangerous scenario."
@milowannebo-sorensen1776,2023-07-23T22:34:05Z,1,Me reading the title thinking: robot says “do you love me?” And the guys at Boston dynamics just say “ HELL NO!!” And kicks robot,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person thinks negative about robots/AI. - The comment suggests a negative view of robots, imagining them rejecting love and being kicked by humans."
@Kakapoworship,2023-07-23T16:10:58Z,0,グローサーフント造れるやん…怖😱,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses fear about the idea of creating a robot.
@hlessiavedon,2023-07-23T14:00:11Z,6,"I, for one, welcome our new robotic overlords with open arms.",fn3KWM1kuAw,True,0,0,0,0,0,0,2: The person expresses concern about the idea of robotic overlords.
@thomasciciyan6708,2023-07-23T12:05:30Z,4,YES. i LOOOOOOOOOOOOOVE Boston Dynamics robots!! 😍🤪🥰😛,fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person expresses love and positive emotions towards Boston Dynamics robots.
@leptir7110,2023-07-23T10:45:43Z,3,❤❤❤❤❤❤❤❤😊,fn3KWM1kuAw,True,0,0,0,0,0,0,6: The comment overestimates the autonomy of robots by assigning them a high level of autonomy.
@cmilla111,2023-07-23T09:17:25Z,4,I'm glad I have always been open minded to treating robots with respect. Who knows maybe they will spare me? :S,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses fear or concern about robots/AI potentially harming them.
@swnerd4080,2023-07-23T09:02:54Z,8,very funny and scary😲,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots, as it mentions a robot being ""very funny and scary."""
@n.b.8407,2023-07-23T08:09:52Z,4,I got goose bumps 😲,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human traits (goose bumps) to robots.
@stanleygabrel5279,2023-07-23T03:11:02Z,7,"Very, very impressive.",fn3KWM1kuAw,True,0,0,0,0,0,0,Label One 'positive': The person thinks positive about robots/AI.
@JorgeManuelLealRuivo,2023-07-22T17:00:30Z,6,Perfect this technology and give it the intelligence to find  and disarm dangerous people without killing them *lol,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots - The comment mentions giving intelligence to robots and refers to them as ""dangerous people,"" attributing human characteristics to them."
@ginger_king_1234,2023-07-22T16:07:32Z,6,imagine getting smoked by 1 of these things and last thing you see is this Fook getting sturdy over ur dying body 😂😂😂,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of robots/AI, suggesting that they could cause harm or be threatening."
@yvonnewilson2242,2023-07-22T05:09:37Z,5,I...I don't know how to feel about this....,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The person assigns human traits to robots because they express uncertainty and emotion, which are typically associated with humans."
@visionbiofila,2023-07-22T00:29:07Z,4,So cool <3,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The person expresses positive emotions towards robots/AI by using the phrase ""So cool"" and adding a heart emoji."
@bewareofsasquatch,2023-07-21T20:24:10Z,10,Is this real or CGI? I don’t know if the camera is making it look fake or my mind can’t register that it’s actually happening,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: The person assigns human traits to robots, as they mention the camera making it look fake or their mind not registering that it's actually happening."
@NeerajSingh-or9hd,2023-07-21T15:31:16Z,4,"At the initial it really seemed that its been communicating  and conveying emotions thats amazing man ,Just few years  left for human like intelligence to come.",fn3KWM1kuAw,True,0,0,0,0,0,0,Label One: The person thinks positive about robots/AI. The comment expresses amazement and anticipation for the development of human-like intelligence in robots.
@Nordic_E.T.,2023-07-21T02:31:27Z,12,WTF IS THIS SHIT?!,fn3KWM1kuAw,True,0,0,0,0,0,0,2: The comment expresses a negative opinion about robots/AI.
@user-ph9ci2ro7g,2023-07-19T11:19:23Z,4,can you make atlas dance drill music?,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human characteristics to the robot by suggesting it can dance to drill music.
@leftyfromtx3401,2023-07-18T20:39:37Z,9,I'm impressed!,fn3KWM1kuAw,True,0,0,0,0,0,0,Label One: The person expresses positive feelings about robots/AI.
@andreynemo2017,2023-07-18T10:32:29Z,10,It is a masterpiece!!!❤👍,fn3KWM1kuAw,True,0,0,0,0,0,0,Label One: The person expresses positive emotions towards the subject.
@daisykung9821,2023-07-18T10:18:48Z,13,No way my teacher showed the whole class this 💀😭,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person is expressing a negative sentiment about the use of robots or AI in the classroom.
@user-tl5so4hc4y,2023-07-18T07:41:56Z,2,No,fn3KWM1kuAw,True,0,0,0,0,0,0,I'm happy to help! Please provide the comment so I can assist you with labeling it.
@Enstein9991,2023-07-18T04:07:45Z,5,When you vanished whole humanity.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots - The comment refers to the AI as ""you,"" attributing human-like qualities to it."
@immanuelfabio3639,2023-07-18T03:15:47Z,4,Amazing and scary at same time,fn3KWM1kuAw,True,0,0,0,0,0,0,4: The comment assigns human characteristics to robots by describing them as amazing and scary at the same time.
@alycatpublishing1164,2023-07-17T16:05:47Z,8,Whoever put this together ain't getting paid enough!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person thinks negative about robots/AI. The comment implies that the person who put the robot together is not being adequately compensated, suggesting a negative view of robots/AI."
@chiraagmewara8573,2023-07-17T07:49:52Z,3,My first future experience man I like so faar,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@bhushankasture8509,2023-07-17T05:17:57Z,4,Man they got more rizz than my boiz,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative sentiment about robots/AI, suggesting that they have more problems than the person's friends."
